Brand,Model,Type,Screen Size,Display Technology,Condition,name,price,Display Resolution,Display Type,Refresh Rate,TV Operation System,Exchange Possible,Projector Resolution,Image Brightness,Projector Features,Operating System,Maximum Resolution,Storage Capacity,Connectivity
Epson,WXGA-2155W,Projector,,,Brand New,High Quality Epson 2155W 5000 Lumens Brightness Projector,"GH₵ 30,000",,,,,,1920x1080 (Full HD 1080p),5000,Rear Projection,,,,
TCL,43S5400A,TVs,43 inches,LED,Brand New,New Out Now TCL 43”Smart Android FHD Satellite TV(43S5400A),"GH₵ 3,300",1080p (FullHD),Glossy,60 Hz,Android TV,,,,,,,,
Samsung,,TVs,40 inches,LED,Brand New,Samsung 40inches Full Hd Tv,"GH₵ 3,200",1080i (FulHD),Glossy,50 Hz,,,,,,,,,
Samsung,75AU8000,TVs,75 inches,LED,Brand New,Samsung 75” Ultra Slim Body Smart UHD Series 8 Tv,"GH₵ 13,499",2160p (4K),Glossy,120 Hz,Tizen,No,,,,,,,
Sun King,Dmr 40w,TVs,40 inches,LED,Brand New,Brand New Sunny 40 Digital Satellite Tv,"GH₵ 1,650",720p (HD),Matte,50 Hz,Without Smart TV,No,,,,,,,
Sun King,Dmr 40w,TVs,40 inches,LED,Brand New,Brand New Sunny 40 Digital Satellite Tv,"GH₵ 1,650",720p (HD),Matte,50 Hz,Without Smart TV,No,,,,,,,
Asano,SD 2022 model,TVs,32 inches,LED,Brand New,Affordable New Asano 32 Smart (1080 Fullhd),"GH₵ 1,449",1080p (FullHD),Glossy,,,Yes,,,,,,,
Other,,TVs,,,Brand New,Nasco Digital Satellite Tv 32 Inches,"GH₵ 1,050",,,,,,,,,,,,
LG,SN9Y,Blu-Ray Players,,,Brand New,L.G Sound Bar 520W Subwoofer,"GH₵ 7,500",,,,,,,,,,,,
Other,,TVs,,,Brand New,Digital Satellite 43inch Nasco Full HD TV + Wall Mount,"GH₵ 2,200",,,,,,,,,,,,
TCL,55P635,TVs,55 inches,QLED,Brand New,"55c645,Energy Great Content on TCL 55 Inch QLED Smart Tv,","GH₵ 6,999",,,,,,,,,,,,
Samsung,65AU7172,TVs,65 inches,LED,Brand New,Samsung 65AU7172 65”Inch Smart Sat 4K Ultra HD LED TV,"GH₵ 10,699",,,,,,,,,,,,
Samsung,,TVs,40 inches,LED,Brand New,Samsung 40inches Full Hd Tv,"GH₵ 3,200",1080i (FulHD),Glossy,50 Hz,,,,,,,,,
Samsung,75AU8000,TVs,75 inches,LED,Brand New,Samsung 75” Ultra Slim Body Smart UHD Series 8 Tv,"GH₵ 13,499",2160p (4K),Glossy,120 Hz,Tizen,No,,,,,,,
Sun King,Dmr 40w,TVs,40 inches,LED,Brand New,Brand New Sunny 40 Digital Satellite Tv,"GH₵ 1,650",720p (HD),Matte,50 Hz,Without Smart TV,No,,,,,,,
Asano,SD 2022 model,TVs,32 inches,LED,Brand New,Affordable New Asano 32 Smart (1080 Fullhd),"GH₵ 1,449",1080p (FullHD),Glossy,,,Yes,,,,,,,
Other,,TVs,,,Brand New,Nasco Digital Satellite Tv 32 Inches,"GH₵ 1,050",,,,,,,,,,,,
LG,SN9Y,Blu-Ray Players,,,Brand New,L.G Sound Bar 520W Subwoofer,"GH₵ 7,500",,,,,,,,,,,,
Other,,TVs,,,Brand New,Digital Satellite 43inch Nasco Full HD TV + Wall Mount,"GH₵ 2,200",,,,,,,,,,,,
Nasco,,TVs,,,Brand New,"Luxury of Quality Nasco NAS-J50FB Satellite LED TV - 50""","GH₵ 3,200",,,,,,,,,,,,
Other,Ds2,TVs,43 inches,LED,Brand New,Risk-Free Smart Ds2 Asano 43” Android Tv Plus DSTV,"GH₵ 2,999",2160p (4K),,120 Hz,,,,,,,,,
TCL,D3200,TVs,32 inches,LED,Brand New,"HDR Decoding D3200 TCL 32"" Satellite LED TV","GH₵ 1,699",,Glossy,120 Hz,,,,,,,,,
Samsung,,TVs,55 inches,,Brand New,"Samsung 55"" TU8000PVG HDR Smart TV","GH₵ 5,500",,,120 Hz,,,,,,,,,
LG,,TVs,,,Brand New,"LG 65” Ultra HD ,4K With Apple Airplay","GH₵ 6,250",,,,,,,,,,,,
TCL,43P635,TVs,43 inches,LED,Brand New,TCL 43” Android Smart Digital Satellite TV,"GH₵ 3,199",,,,,,,,,,,,
Samsung,32T5300,TVs,32 inches,LED,Brand New,Elegant Black Samsung 32 Inch HD Smart Tv(Black),"GH₵ 2,799",,,,,,,,,,,,
LG,55UP78003 / UP80003,TVs,55 inches,LED,Brand New,LG 55 Inch Uhd TV 55up8150pvb. Real Uhd Picture,"GH₵ 9,199",,,,,,,,,,,,
Samsung,Samung 55,TVs,55 inches,LED,Brand New,Samsung UA55TU7000 - 55-inch Crystal UHD 4K Smart TV,"GH₵ 7,500",,,,,,,,,,,,
Samsung,85Q60B ((QLED 4K).,TVs,85 inches,LED,Brand New,Mesmeric SAMSUNG 85-Inch Class QLED Q60B Series,"GH₵ 34,999",,,,,,,,,,,,
LG,,TVs,,,Brand New,KEY FEATURES I4K Display Quad Core Processor 4K Active HDR,"GH₵ 2,650",,,,,,,,,,,,
Nasco,NAS-J32FB,TVs,32 inches,LED,Brand New,Nasco 32′′ FHD LED Digital Satellite TV Nas-J32fb,"GH₵ 1,089",,,,,,,,,,,,
Samsung,au8000,TVs,85 inches,LED,Brand New,Samsung AU8000 85-Inch Crystal UHD Smart TV (2021),"GH₵ 35,000",2160p (4K),,240 Hz,,,,,,,,,
LG,,TVs,48 inches,LED,Brand New,LG C1 48 Inch 4K Smart OLED TV 2021 Model,"GH₵ 12,500",2160p (4K),Glossy,120 Hz,,,,,,,,,
LG,32ml55,TVs,32 inches,LED,Brand New,First Class Lg 32inches Smart Tv,"GH₵ 1,700",,,,,,,,,,,,
Samsung,,TVs,43 inches,LED,Brand New,Very Special Samsung 43 Smart Crystal UHD TV AU7000,"GH₵ 5,499",1080p (FullHD),,,,,,,,,,,
Nasco,Nasco 32,TVs,32 inches,LED,Brand New,Special New Nasco 32 Nas-B32fb LED Digital Satellite TV,"GH₵ 1,089",,,,,,,,,,,,
LG,55UP78003 / UP80003,TVs,55 inches,LED,Brand New,LG 55 Inch Uhd TV 55up8150pvb. Real Uhd Picture,"GH₵ 9,199",,,,,,,,,,,,
LG,,TVs,55 inches,LED,Brand New,Elegant 55up78 LG TV,"GH₵ 5,299",2160p (4K),,,,,,,,,,,
Nasco,NAS-43FB,TVs,43 inches,LED,Brand New,Good Picture Quality Nasco 43~Satellite & Digital LED TV,"GH₵ 2,300",1080p (FullHD),Glossy,60 Hz,,,,,,,,,
TCL,43S5400A,TVs,43 inches,LED,Brand New,More Fitting TCL 43inch Smart FHD TCL,"GH₵ 3,299",1080p (FullHD),,,,No,,,,,,,
Syinix,32E61M,TVs,32 inches,LED,Brand New,"I-Cast TV, 32 Inch Syinix","GH₵ 1,150",720p (HD),,,,,,,,,,,
LG,,TVs,65 inches,LED,Brand New,LG TV 65 Inch Smart UHD Built in Receiver – 65UP770PVG,"GH₵ 12,000",2160p (4K),,60 Hz,,,,,,,,,
Sony,85X85TJ,TVs,85 inches,OLED,Brand New,"First Class SONY Smart LED TV 85 Inch, Android KD-85X85TJ","GH₵ 49,999",,,,,,,,,,,,
Asano,asano 55+Bluetooth,TVs,55 inches,LED,Brand New,"Asano 55"" Smart(Android) UHD 4K 2021","GH₵ 4,799",2160p (4K),Glossy,120 Hz,,,,,,,,,
Nasco,,TVs,,,Brand New,"Luxury of Quality Nasco NAS-J50FB Satellite LED TV - 50""","GH₵ 3,200",,,,,,,,,,,,
Other,,TVs,65 inches,LED,Brand New,European Asano LED Tv- Android Smart – 65′′ Black(715),"GH₵ 6,799",720p (HD),Glossy,120 Hz,,,,,,,,,
Other,Ds2,TVs,43 inches,LED,Brand New,Risk-Free Smart Ds2 Asano 43” Android Tv Plus DSTV,"GH₵ 2,999",2160p (4K),,120 Hz,,,,,,,,,
LG,,TVs,,,Brand New,Very New LG 32 Smart Tv At Kol Prx,"GH₵ 1,390",,,,,,,,,,,,
LG,,TVs,65 inches,LED,Brand New,Full HD LG 65 Smart UHD TV New Model,"GH₵ 10,999",1080p (FullHD),,,,,,,,,,,
TCL,43P635,TVs,43 inches,LED,Brand New,Art Designed TCL 43 P635 TCL HDR Google TV,"GH₵ 3,899",,,,,,,,,,,,
LG,LM5500PVG,TVs,43 inches,LED,Brand New,"Game Play LG 43"" LED TV","GH₵ 2,850",2160p (4K),Matte,120 Hz,,,,,,,,,
Samsung,au7000,TVs,65 inches,LED,Brand New,Samsung 2021 65 Inch AU7100 UHD Smart TV,"GH₵ 12,000",2160p (4K),,240 Hz,,,,,,,,,
LG,,TVs,65 inches,LED,Brand New,Miracast Browsing LG 65up8003 TV 65in(65) Uhd Smart TV,"GH₵ 12,500",2160p (4K),,60 Hz,,,,,,,,,
Samsung,,TVs,50 inches,LED,Brand New,Bestselling 50 Crystal UHD 4k Smart Samsung With Bluetooth,"GH₵ 3,599",2160p (4K),,,,,,,,,,,
Other,,TVs,,,Brand New,Desirable View 58 Smart Syinix 4k Led %,"GH₵ 3,299",,,,,,,,,,,,
Samsung,au9000,TVs,65 inches,LED,Brand New,"Samsung Smart TV 65"" Crystal UHD 4K 65AU9000","GH₵ 14,500",2160p (4K),,240 Hz,,,,,,,,,
Samsung,,TVs,50 inches,LED,Brand New,"Quality Samsung 50""Smart Android Tv","GH₵ 4,999",2160p (4K),,,,,,,,,,,
Samsung,,TVs,,,Brand New,New Samsung 32 Inches LED TV Smart,"GH₵ 1,949",720p (HD),Matte,,,,,,,,,,
Samsung,32n5000,TVs,32 inches,LED,Brand New,Brand New Samsung 32 Inches Full HD LED TV,"GH₵ 1,900",1080p (FullHD),,,,,,,,,,,
Samsung,UA43N5000,TVs,43 inches,LED,Brand New,New Samsung 43 Fhd Digital Satellite LED TV,"GH₵ 3,699",1080p (FullHD),Matte,,,,,,,,,,
TCL,,TVs,55 inches,QLED,Brand New,Fascinating 55 Smart Tcl Android With Bluetooth Youtube,"GH₵ 4,799",2160p (4K),,,,,,,,,,,
Other,nasco,TVs,32 inches,LED,Brand New,"32"" Nasco Satellite TV","GH₵ 1,299",480p,Glossy,,,,,,,,,,
Other,202055,TVs,55 inches,LED,Brand New,New Protech 43” Digital Satellite TV 2020 Model,"GH₵ 2,000",,,,,,,,,,,,
LG,,TVs,88 inches,OLED,Brand New,New 2022 Lg 88”Smart 8k Slim Signature Oled Tv,"GH₵ 450,000",4320p (8K),Glossy,120 Hz,,,,,,,,,
Nasco,,TVs,50 inches,LED,Brand New,Dealing _UHD 4k Smart 50 Nasco With Netflix Facebook,"GH₵ 2,249",2160p (4K),,,,,,,,,,,
Samsung,Au8000,TVs,55 inches,LED,Brand New,"2021 Sumsung 55""Inches AU8000","GH₵ 7,999",2160p (4K),,,,,,,,,,,
Samsung,75AU8000,TVs,75 inches,LED,Brand New,Samsung 75” Ultra Slim Body Smart UHD Series 8 Tv,"GH₵ 13,499",2160p (4K),Glossy,120 Hz,Tizen,No,,,,,,,
Samsung,,TVs,55 inches,,Brand New,"Samsung 55"" TU8000PVG HDR Smart TV","GH₵ 5,500",,,120 Hz,,,,,,,,,
Samsung,,TVs,65 inches,LED,Brand New,Brand New Series 9 Samsung 65” Crystal UHD 4K Slim Led Tv,"GH₵ 8,500",2160p (4K),Glossy,120 Hz,,,,,,,,,
Samsung,55Au9000,TVs,55 inches,LED,Brand New,Series 9 UHD Smart Samsung Tv 55”Au9000 Glossy Tv,"GH₵ 8,999",2160p (4K),Glossy,,,,,,,,,,
Samsung,55QN90B,TVs,55 inches,QLED,Brand New,Sealed in Box Samsung 55 Inch Neo QLED Smart Tv 55QN90B,"GH₵ 15,999",,,,,,,,,,,,
Samsung,65AU71000,TVs,65 inches,LED,Brand New,Quality New Samsung 65 Smart Crystal UHD Tv,"GH₵ 10,899",1080p (FullHD),,,Tizen,No,,,,,,,
Nasco,B32fb,TVs,32 inches,LED,Brand New,Backlight System(Led) Nasco Digital Satellite TV – 32′′Black,"GH₵ 1,150",1080p (FullHD),,60 Hz,Without Smart TV,,,,,,,,
LG,,TVs,,,Brand New,Tv Lg 49inc 49uk6300 Smart Led Wifi Hdmi Webos 4k,"GH₵ 3,299",,,,,,,,,,,,
Asano,ASANO 32,TVs,32 inches,LED,Brand New,Patronize Durable Asano 32 Smart Android Full HD TV,"GH₵ 1,799",1080p (FullHD),,,Smart TV (android AOSP),No,,,,,,,
Asano,DS2,TVs,43 inches,LED,Brand New,Frameless Asano 43'' Smart Digital Satellite TV,"GH₵ 2,099",,,,,,,,,,,,
Samsung,65AU71000,TVs,65 inches,LED,Brand New,Quality New Samsung 65 Smart Crystal UHD Tv,"GH₵ 10,899",1080p (FullHD),,,Tizen,No,,,,,,,
Nasco,B32fb,TVs,32 inches,LED,Brand New,Backlight System(Led) Nasco Digital Satellite TV – 32′′Black,"GH₵ 1,150",1080p (FullHD),,60 Hz,Without Smart TV,,,,,,,,
LG,,TVs,,,Brand New,Tv Lg 49inc 49uk6300 Smart Led Wifi Hdmi Webos 4k,"GH₵ 3,299",,,,,,,,,,,,
Asano,ASANO 32,TVs,32 inches,LED,Brand New,Patronize Durable Asano 32 Smart Android Full HD TV,"GH₵ 1,799",1080p (FullHD),,,Smart TV (android AOSP),No,,,,,,,
Samsung,au7000,TVs,65 inches,LED,Brand New,Samsung 2021 65 Inch AU7100 UHD Smart TV,"GH₵ 12,000",2160p (4K),,240 Hz,,,,,,,,,
Other,55A7,TVs,55 inches,LED,Brand New,Sunny Walk UHD Smart Android Good 55inch $?,"GH₵ 4,599",2160p (4K),,,,,,,,,,,
Samsung,50Au7172,TVs,50 inches,LED,Brand New,Massive Airslim// Samsung 50 Crystal UHD Smart HDR 4k Led,"GH₵ 4,799",2160p (4K),,,,,,,,,,,
Other,,TVs,,,Brand New,Nasco Digital Satellite Tv 32 Inches,"GH₵ 1,050",,,,,,,,,,,,
Asano,ASANO 32,TVs,32 inches,LED,Brand New,Encouraging Asano 32 Smart Android FHD TV,"GH₵ 1,699",1080p (FullHD),,,Smart TV (android AOSP),No,,,,,,,
Samsung,Q60A,TVs,50 inches,QLED,Brand New,UHD LED QLED Glossy Q60A Samsung Crystal 50 Inches Tv,"GH₵ 7,999",2160p (4K),Glossy,,,,,,,,,,
Other,,TVs,,,Brand New,"Mind-Blowing Bruhm 43inch Tv""","GH₵ 2,699",,,,,,,,,,,,
Samsung,,TVs,65 inches,LED,Brand New,Brand New Series 9 Samsung 65” Crystal UHD 4K Slim Led Tv,"GH₵ 8,500",2160p (4K),Glossy,120 Hz,,,,,,,,,
Nasco,,TVs,50 inches,LED,Brand New,Powerful Nasco 50inches TV,"GH₵ 2,450",2160p (4K),Glossy,,,,,,,,,,
Bruhm,,TVs,,,Brand New,Free Bracket Full HD Smart LED TV Bruhm 43,"GH₵ 2,699",,,,,,,,,,,,
Protech,55,TVs,55 inches,LED,Brand New,"Protech 55"" Smart Android UHD 4K Led Tv","GH₵ 4,499",,,,,,,,,,,,
Samsung,,TVs,82 inches,,Brand New,"Samsung 82"" 4K UHD Smart TV","GH₵ 32,999",,,,,,,,,,,,
Samsung,,TVs,50 inches,LED,Brand New,"Quality Samsung 50""Smart Android Tv","GH₵ 4,999",2160p (4K),,,,,,,,,,,
Samsung,,TVs,40 inches,LED,Brand New,"Shocking Sumsung 40"" Television","GH₵ 3,399",1080p (FullHD),Glossy,,,,,,,,,,
Other,asano,TVs,32 inches,LED,Brand New,"Asano 32"" Android Satellite Tv","GH₵ 1,399",,Glossy,200 Hz,,,,,,,,,
LG,85BU8072,TVs,85 inches,LED,Brand New,Available Now Samsung 85 Inch Smart LED UHD TV – 85BU8072,"GH₵ 32,999",,,,,,,,,,,,
Samsung,,TVs,,,Brand New,"Samsung Titan Grey 55"" Crystal Ultrahd Smart TV LED","GH₵ 7,200",,,,,,,,,,,,
TCL,32D3200,TVs,32 inches,LED,Brand New,TCL LED TV 32inchs,"GH₵ 1,399",1080p (FullHD),,50 Hz,Without Smart TV,,,,,,,,
Other,Asano 32,TVs,32 inches,LED,Brand New,Grant Awesome Asano 32” UHD LED TV,"GH₵ 1,099",,,,,,,,,,,,
TCL,43D3200,TVs,43 inches,LED,Brand New,Neatly Design TCL 43 Inch Full Hd Smart Tv 43D3200,"GH₵ 2,799",,,,,,,,,,,,
Nasco,,TVs,50 inches,LED,Brand New,Cool Price Nasco 50′′ LED Fhd Digital Satellite TV Nas-J50fb,"GH₵ 2,900",1080p (FullHD),Glossy,60 Hz,,,,,,,,,
Nasco,,TVs,32 inches,LED,Brand New,Digital Satellite Nasco 32′′ LED Fhd Satellite Smart TV,"GH₵ 1,350",1080p (FullHD),,60 Hz,,,,,,,,,
LG,,TVs,,,Brand New,Very New LG 32 Smart Tv At Kol Prx,"GH₵ 1,390",,,,,,,,,,,,
Samsung,,TVs,40 inches,LED,Brand New,Samsung 40 Inches Satellite Full HD Led Digital Tv,"GH₵ 3,899",1080p (FullHD),Glossy,240 Hz,,,,,,,,,
Samsung,,TVs,32 inches,LED,Brand New,Fresh in Box Samsung 32inches,"GH₵ 2,100",1080p (FullHD),Glossy,,,,,,,,,,
LG,,TVs,65 inches,LED,Brand New,2021 Original LG 65up78006 65inch Uhd HDR Smart LED TV,"GH₵ 12,000",2160p (4K),,60 Hz,,,,,,,,,
Other,202055,TVs,55 inches,LED,Brand New,New Protech 43” Digital Satellite TV 2020 Model,"GH₵ 2,000",,,,,,,,,,,,
TCL,32D3200,TVs,34 inches,LED,Brand New,"Extremely Quality TCL 32 Inch Full HD LED Tv 32D3200,","GH₵ 1,699",,,,,,,,,,,,
TCL,,TVs,32 inches,LED,Brand New,"New Satellite TCL 32"" Full HD Smart Android TV","GH₵ 2,100",1080p (FullHD),,60 Hz,,,,,,,,,
Samsung,,TVs,55 inches,,Brand New,55 Inch Samsung 2021 8 Series HDR TV,"GH₵ 5,500",4320p (8K),Glossy,120 Hz,,,,,,,,,
LG,,TVs,50 inches,LED,Brand New,New Technology New Features Lg 2021 50” UHD 4K Smart Led Tv,"GH₵ 3,990",2160p (4K),Glossy,60 Hz,,,,,,,,,
TCL,TCL 43,TVs,43 inches,LED,Brand New,Better TCL 43 Inch FHD Smart Android TV 43S5400A,"GH₵ 3,199",,,,,,,,,,,,
Samsung,,TVs,,,Brand New,Samsung 55inches 4K Smart Digital Satellite Television,"GH₵ 5,800",,,,,,,,,,,,
Samsung,,TVs,49 inches,,Brand New,49 Samsung 4K Ultra HD Smart LED TV,"GH₵ 4,499",2160p (4K),,60 Hz,,,,,,,,,
Itel,G4351L,TVs,43 inches,LED,Brand New,New ITEL TV 43inch (G4351L) Smart Android Satellite TV,"GH₵ 2,849",,,,,,,,,,,,
Samsung,,TVs,32 inches,LED,Brand New,"Clean View Samsung Ua32n5000 HD Digital Satellite TV - 32""","GH₵ 1,350",720p (HD),,60 Hz,,,,,,,,,
Nasco,nas-h43fb,TVs,43 inches,LED,Brand New,Durable Nasco 43 Inch Fully Hd Digital Satellite Led Tv.,"GH₵ 2,299",,,,,,,,,,,,
TCL,32D3200,TVs,32 inches,LED,Brand New,Special New TLC FHD Satellite 32” 32D3200,"GH₵ 1,699",,,,,,,,,,,,
TCL,P635,TVs,65 inches,LED,Brand New,TCL Uhd Smart Android 65” 65P635 TV,"GH₵ 7,299",,,,,,,,,,,,
Smart,Asano 50,TVs,50 inches,LED,Brand New,"Asano 50"" Smart Android (11) Satellite Digital Led Tv","GH₵ 3,949",2160p (4K),Glossy,240 Hz,,,,,,,,,
Samsung,55Au9000,TVs,55 inches,LED,Brand New,Series 9 UHD Smart Samsung Tv 55”Au9000 Glossy Tv,"GH₵ 8,999",2160p (4K),Glossy,,,,,,,,,,
TCL,43S5400A,TVs,43 inches,LED,Brand New,First Rate Affordable TCL FHD Smart Android 43” 43S5400A,"GH₵ 3,199",,,,,,,,,,,,
TCL,50p635,TVs,50 inches,LED,Brand New,TCL 50inch Smart Android Tv (50o635)##>Foreign Standard,"GH₵ 4,699",,,,,,,,,,,,
Samsung,55bu8000,TVs,55 inches,LED,Brand New,Thinq Webos Samsung AI Bu8000 55” UHD Smart,"GH₵ 8,499",2160p (4K),Glossy,,,,,,,,,,
TCL,43S5400A,TVs,43 inches,LED,Brand New,First Rate Affordable TCL FHD Smart Android 43” 43S5400A,"GH₵ 3,199",,,,,,,,,,,,
Other,,TVs,,,Brand New,Hilarious Asano 43 Smart With Netflix Android,"GH₵ 2,199",,,,,,,,,,,,
TCL,50p635,TVs,50 inches,LED,Brand New,TCL 50inch Smart Android Tv (50o635)##>Foreign Standard,"GH₵ 4,699",,,,,,,,,,,,
Samsung,55bu8000,TVs,55 inches,LED,Brand New,Thinq Webos Samsung AI Bu8000 55” UHD Smart,"GH₵ 8,499",2160p (4K),Glossy,,,,,,,,,,
Other,,TVs,,,Brand New,Wisely _NASCO 50 Led,"GH₵ 1,699",,,,,,,,,,,,
LG,50Nano813,TVs,50 inches,OLED,Brand New,LG Nanocell TV 50'' Serie Nano 81 - Nanocell Nano,"GH₵ 7,899",2160p (4K),Glossy,120 Hz,Smart TV (own system),No,,,,,,,
Samsung,Au8000,TVs,55 inches,LED,Brand New,"2021 Sumsung 55""Inches AU8000","GH₵ 7,999",2160p (4K),,,,,,,,,,,
Asano,DS2,TVs,32 inches,LED,Brand New,"Asano 32DF1 Smart Satellite Android TV - 32"" HDR Led TV","GH₵ 1,449",,,,,,,,,,,,
Samsung,Q60a,TVs,85 inches,QLED,Brand New,Plus Soundbar Samsung Elegant Durable 86Q60A,"GH₵ 39,999",2160p (4K),,144 Hz,,,,,,,,,
LG,,TVs,,,Brand New,LG 55'' OLED 2020 Model CX Series OLED55CX 4K UHD Apple Tv,"GH₵ 11,000",,,,,,,,,,,,
LG,,TVs,43 inches,LED,Brand New,Sealed in Box LG 43LM6300 43inch Full HD Smart Active HDR,"GH₵ 4,700",,,,,,,,,,,,
Nasco,NAS-J50FB,TVs,50 inches,LED,Brand New,"Slim Designed Nasco 50""Inches Digital Satellite TV","GH₵ 3,500",1080p (FullHD),,,,,,,,,,,
TCL,P635,TVs,65 inches,LED,Brand New,TCL Uhd Smart Android 65” 65P635 TV,"GH₵ 7,299",,,,,,,,,,,,
Other,Mooved,TVs,43 inches,LED,Brand New,Mooved TV 43inch LED Satellite FHD,"GH₵ 2,200",1080p (FullHD),,50 Hz,Without Smart TV,,,,,,,,
Other,Asano 65 smart,TVs,65 inches,LED,Brand New,Experience Asano 65 Smart Android UHD TV,"GH₵ 6,499",,,,,,,,,,,,
Samsung,55bu8000,TVs,55 inches,LED,Brand New,Thinq Webos Samsung AI Bu8000 55” UHD Smart,"GH₵ 8,499",2160p (4K),Glossy,,,,,,,,,,
LG,,TVs,75 inches,,Brand New,75nanocell Pure Colors in Real 4k 75 Smart TV,"GH₵ 13,000",2160p (4K),Glossy,120 Hz,,,,,,,,,
Samsung,BU8000,TVs,75 inches,LED,Brand New,Samsung 75 Inch Crystal UHD Smart LED TV (2022),"GH₵ 18,500",2160p (4K),,240 Hz,Tizen,,,,,,,,
LG,,TVs,20 inches,LED,Brand New,Get LG 50nano75 for Less,"GH₵ 4,499",2160p (4K),Glossy,,,,,,,,,,
TCL,32D3200,TVs,32 inches,LED,Brand New,TCL LED TV 32inchs,"GH₵ 1,399",1080p (FullHD),,50 Hz,Without Smart TV,,,,,,,,
Bruhm,,TVs,,,Brand New,Free Bracket Full HD Smart LED TV Bruhm 43,"GH₵ 2,699",,,,,,,,,,,,
Samsung,,TVs,65 inches,LED,Brand New,"Samsung Tu7000crystal UHD 4K Ultra HD HDR 65"" Smart TV (202","GH₵ 6,500",,Glossy,60 Hz,,,,,,,,,
Samsung,,TVs,,,Brand New,Samsung Neo 9 Ultra HD (8K) Smart Android TV QLED 85 Inch,"GH₵ 69,999",,,,,,,,,,,,
Samsung,50Au7172,TVs,50 inches,LED,Brand New,Massive Airslim// Samsung 50 Crystal UHD Smart HDR 4k Led,"GH₵ 4,799",2160p (4K),,,,,,,,,,,
Zum,A51,TVs,43 inches,LED,Brand New,Brand New 43 Synix Digital Satellite I Cast Tv,"GH₵ 2,100",1440p (2K),,50 Hz,,No,,,,,,,
Samsung,,TVs,65 inches,QLED,Brand New,Authentic Samsung 65 Qled 8K Uhd Hdr Smart Qa65q800tauxgh,"GH₵ 47,590",,Glossy,240 Hz,,,,,,,,,
LG,,TVs,55 inches,LED,Brand New,Brand New LG Uhd 55up75 Smart TV,"GH₵ 4,699",2160p (4K),Glossy,,,,,,,,,,
Skyworth,SUE95000,TVs,65 inches,QLED,Brand New,Applicable// Skyworth 65 Inch QLED Smart Android Tv,"GH₵ 6,899",2160p (4K),,,,,,,,,,,
Samsung,UE43AU9000,TVs,43 inches,LED,Brand New,Samsung 43” AU9000 Crystal UHD Smart Alexa Apple Airplay,"GH₵ 4,800",2160p (4K),Glossy,60 Hz,Tizen,No,,,,,,,
LG,65UP7760,TVs,65 inches,LED,Brand New,Quality LG 65 Inch Uhd Smart LED Tv 65UP7760,"GH₵ 11,999",,,,,,,,,,,,
LG,,TVs,,,Brand New,LG 43inches LED Tv(Lp50),"GH₵ 3,599",,,,,,,,,,,,
LG,UQ75,TVs,55 inches,LED,Brand New,LG 55uq75 55” Uhd Smart Satellite TV,"GH₵ 8,500",2160p (4K),,240 Hz,,,,,,,,,
Nasco,,TVs,50 inches,LED,Brand New,Wholesaling 50 Smart Nasco Led With Satellite Android,"GH₵ 2,299",2160p (4K),,,,,,,,,,,
Nasco,,TVs,75 inches,LED,Brand New,Elegant 75 Inch Nasco Television,"GH₵ 7,999",2160p (4K),,,,,,,,,,,
Nasco,,TVs,50 inches,LED,Brand New,Wholesaling 50 Smart Nasco Led With Satellite Android,"GH₵ 2,299",2160p (4K),,,,,,,,,,,
Nasco,,TVs,75 inches,LED,Brand New,Elegant 75 Inch Nasco Television,"GH₵ 7,999",2160p (4K),,,,,,,,,,,
TCL,,TVs,,,Brand New,New 2020~Tcl 75X915 75-inch Bt Ultra HD 8K Smart Qled TV,"GH₵ 29,000",,,,,,,,,,,,
Nasco,nas-j43fb,TVs,43 inches,LED,Brand New,New Nasco 43 Digital Satellite 1080 Fhd Tv,"GH₵ 2,200",1080p (FullHD),,,,Yes,,,,,,,
Other,SY-08,TVs,32 inches,LED,Brand New,Beautiful Asano Digital Satellite Miracast 32inch TV,"GH₵ 1,299",,Glossy,,,,,,,,,,
Samsung,UA32T5300,TVs,32 inches,LED,Brand New,Smart Affordable Samsung 32 Smart FHD TV,"GH₵ 2,499",1080p (FullHD),,,,No,,,,,,,
Samsung,,TVs,,,Brand New,Samsung 32 Dital Astellite 1080P Brand New In TV,"GH₵ 1,599",,,,,,,,,,,,
Samsung,,TVs,,,Brand New,Samsung UN65RU7100 Flat 65-inch 4K UHD 7 Series Ultra HD Smart TV,"GH₵ 6,399",,,,,,,,,,,,
Other,,TVs,32 inches,LED,Brand New,Fully HdNasco 32inches LED Digital Satellite TV,"GH₵ 1,150",720p (HD),,50 Hz,,,,,,,,,
TCL,43P635,TVs,43 inches,LED,Brand New,Art Designed TCL 43 P635 TCL HDR Google TV,"GH₵ 3,899",,,,,,,,,,,,
Nasco,H43FB,TVs,43 inches,LED,Brand New,"43 Inch Nasco Digital Satellite TV ,","GH₵ 2,200",,Glossy,,,,,,,,,,
Other,Ds2,TVs,32 inches,LED,Brand New,32”Asano Super High Quality Black Smart Android Satellite Tv,"GH₵ 1,449",1080p (FullHD),Glossy,,,,,,,,,,
Samsung,au8000,TVs,85 inches,LED,Brand New,Samsung AU8000 85-Inch Crystal UHD Smart TV (2021),"GH₵ 35,000",2160p (4K),,240 Hz,,,,,,,,,
